Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
32.5,96.0,5.42,17.0,143.9,8.7,5.0
33.7,79.7,5.51,10.0,62.2,5.4,5.0
38.8,67.3,5.64,27.6,163.5,5.0,5.0
36.7,33.4,5.42,22.4,165.3,7.4,5.0
32.7,72.6,5.53,16.1,121.1,5.0,5.0
31.0,38.0,5.1,38.3,193.4,5.0,5.0
34.2,96.0,5.36,21.0,136.9,8.2,5.0
34.5,33.6,4.84,32.0,154.3,5.0,5.0
36.2,51.6,5.19,19.2,188.7,7.9,5.0
33.7,41.4,5.27,19.3,150.0,5.0,5.0
36.3,33.3,5.61,19.3,114.8,5.0,5.0
39.8,79.1,5.77,10.0,53.7,9.3,5.0
37.0,71.4,5.41,13.6,159.2,5.0,5.0
34.9,96.0,5.04,28.1,194.7,5.0,5.0
34.5,24.0,5.64,30.4,120.5,5.0,5.0
34.1,93.0,5.86,16.4,101.0,7.5,5.0
38.0,96.0,5.74,22.2,127.9,7.7,5.0
33.4,43.6,5.5,20.7,159.3,5.0,5.0
35.1,96.0,5.5,10.0,50.1,7.0,5.0
35.1,47.9,5.74,27.4,183.1,5.0,5.0
33.7,27.5,5.57,33.0,183.0,10.7,6.46
31.6,46.9,5.76,25.1,131.2,5.0,5.0
35.8,92.2,5.09,12.3,68.4,5.1,5.0
34.8,35.9,5.45,23.0,150.8,5.0,5.0
36.3,40.4,5.58,10.0,70.7,6.4,5.0
33.7,73.5,5.43,10.4,126.1,5.2,5.0
38.1,54.7,5.08,10.0,64.0,8.2,5.0
32.8,73.1,5.46,25.1,138.4,5.0,5.0
39.3,61.5,5.35,21.3,97.7,5.0,5.0
30.6,69.4,5.53,21.7,174.6,5.0,5.0
36.1,44.0,5.43,18.0,170.0,8.6,5.0
36.2,61.3,5.58,34.6,199.8,5.0,5.0
33.0,34.3,5.4,10.0,88.6,5.0,5.0
36.1,96.0,5.56,10.0,59.3,5.0,5.0
38.2,39.8,5.23,15.0,116.5,10.8,7.56
30.0,96.0,5.39,10.0,62.5,9.5,5.0
36.3,48.6,5.78,18.1,76.8,5.0,5.0
30.0,60.4,5.79,25.3,139.6,12.4,5.0
32.6,42.6,5.54,17.1,138.8,15.3,5.99
39.1,32.9,5.08,15.5,56.5,5.0,5.0
33.5,24.0,5.36,18.1,116.4,12.0,6.29
32.1,32.2,5.36,24.7,129.5,5.0,5.0
34.5,46.4,5.62,20.2,90.2,8.5,5.0
40.0,60.7,5.26,25.8,180.8,5.2,5.0
30.4,90.5,4.93,14.0,74.2,5.7,5.0
32.4,43.7,5.77,11.2,88.1,7.9,5.0
38.7,35.1,5.46,15.7,73.5,5.1,5.0
39.6,26.5,5.57,10.6,67.5,5.5,5.0
34.7,69.4,5.57,32.1,181.8,5.0,5.0
31.9,96.0,5.31,21.4,91.7,8.1,5.0
40.0,96.0,5.27,26.5,158.4,7.6,8.0
39.0,77.9,5.95,16.7,114.2,5.4,5.0
36.7,75.1,5.32,21.4,145.4,13.6,13.35
33.0,96.0,5.72,13.6,189.2,5.0,5.0
34.9,64.5,5.18,22.9,176.7,5.0,5.0
34.6,75.4,5.73,13.7,60.3,5.0,5.0
35.8,46.5,5.34,31.4,176.8,5.0,5.0
38.6,27.6,5.08,14.0,117.8,5.0,5.0
37.2,38.8,5.66,16.2,102.5,5.0,5.0
32.3,54.3,5.51,21.7,150.9,5.0,5.0
38.4,56.3,5.84,32.3,192.5,5.0,5.0
35.8,96.0,5.43,20.7,64.1,10.7,5.97
36.7,56.9,5.66,28.3,165.2,5.0,5.0
38.7,96.0,5.2,10.0,80.5,13.2,7.07
32.2,43.9,5.2,15.7,107.0,5.0,5.0
34.9,46.7,5.25,34.2,181.1,6.4,5.38
33.7,28.1,4.98,12.7,131.9,7.8,5.0
31.1,37.7,5.52,10.0,60.1,5.0,5.0
35.9,71.1,5.32,22.5,126.2,6.9,5.0
40.0,54.8,5.4,31.7,168.4,5.9,6.38
30.4,87.5,5.53,22.4,129.3,5.0,5.0
34.9,59.8,5.21,10.0,75.0,5.5,5.0
36.6,45.8,5.5,20.2,116.8,11.5,8.6
35.3,96.0,5.51,30.4,188.7,5.0,5.0
34.7,52.1,5.31,24.1,148.7,13.4,13.01
31.8,96.0,5.44,23.4,159.5,5.0,5.0
35.6,44.7,5.26,25.4,167.9,6.7,5.58
33.1,77.9,5.79,10.0,63.6,5.0,5.0
30.0,86.8,4.97,33.0,137.2,6.0,5.0
38.0,60.6,5.45,16.7,106.4,5.0,5.0
37.4,24.0,5.1,13.4,70.9,5.0,5.0
35.1,55.1,5.83,11.0,80.4,13.1,5.0
35.6,96.0,5.76,29.3,167.2,7.8,5.0
37.7,71.1,5.74,10.0,74.2,10.4,5.0
35.6,68.2,4.76,10.0,96.9,9.4,5.0
37.3,24.0,5.69,13.8,92.7,5.0,5.0
34.3,38.1,5.36,18.9,57.3,6.5,5.0
38.3,67.1,5.64,23.9,119.3,9.0,5.0
35.8,67.0,5.51,20.7,164.9,5.0,5.0
35.5,96.0,5.32,10.6,53.3,5.0,5.0
31.8,50.8,5.6,10.0,66.9,5.0,5.0
35.7,66.9,5.71,25.8,158.0,13.6,8.6
32.9,55.0,5.49,23.4,139.0,7.2,5.0
33.4,33.3,5.58,28.2,157.3,5.9,5.0
33.0,24.0,5.43,10.0,84.5,5.0,5.0
32.3,67.7,5.65,19.3,170.6,5.0,5.0
40.0,59.6,5.9,17.9,122.0,5.0,5.0
38.3,40.1,5.54,16.1,141.5,5.0,5.0
39.8,24.3,5.23,10.0,63.8,5.0,5.0
31.9,74.8,5.43,13.5,80.8,8.8,5.0
35.2,47.8,5.44,20.3,166.0,6.7,5.0
31.8,72.1,5.52,23.8,83.6,5.1,5.0
33.3,96.0,5.73,10.0,63.9,5.5,5.0
32.7,24.0,5.52,19.6,139.6,5.0,5.0
38.1,38.5,5.59,21.3,132.2,5.0,5.0
34.0,49.2,5.46,13.6,141.2,7.2,5.0
37.7,96.0,5.34,24.0,142.7,5.6,5.0
36.5,24.1,5.3,20.5,125.0,5.0,5.0
40.0,96.0,5.24,16.9,124.1,13.4,14.21
31.3,58.4,5.24,29.7,188.6,5.0,5.0
38.1,52.0,5.34,21.7,130.1,11.6,12.2
37.9,49.5,4.86,28.6,142.6,5.0,5.0
32.6,43.9,5.27,26.0,90.0,5.0,5.0
37.5,92.2,5.66,21.8,180.7,11.6,6.05
35.8,32.0,5.56,10.0,53.7,5.6,5.0
34.4,64.9,5.12,20.6,133.6,5.0,5.0
32.9,45.1,5.52,10.0,107.6,5.0,5.0
33.2,37.3,5.73,24.3,140.6,5.0,5.0
40.0,96.0,5.09,16.2,104.0,5.0,5.0
35.0,67.3,5.67,25.5,157.7,5.7,5.0
37.0,74.2,5.8,10.0,53.0,5.0,5.0
33.0,96.0,5.17,17.9,110.9,5.0,5.0
33.1,26.8,5.39,28.6,174.7,8.2,5.0
37.7,96.0,5.05,14.1,87.5,5.4,5.0
31.6,24.0,5.13,10.0,57.9,10.8,5.0
34.0,37.2,5.56,19.5,124.5,5.0,5.0
35.1,43.4,5.53,38.7,196.5,5.0,5.0
35.3,73.0,5.73,10.1,59.6,5.0,5.0
34.6,60.9,5.21,10.0,60.5,5.0,5.0
36.0,50.2,5.29,28.7,139.3,13.7,17.58
36.7,54.3,5.91,10.0,87.5,12.5,5.0
36.8,33.5,5.74,21.2,111.5,5.0,5.0
32.5,25.8,5.77,23.5,174.6,5.0,5.0
34.3,78.5,5.45,17.4,79.8,5.0,5.0
38.0,77.2,5.26,27.7,157.9,5.0,5.0
37.2,96.0,5.43,16.8,125.7,7.4,5.0
31.6,36.8,5.96,26.5,185.7,5.0,5.0
35.9,77.2,5.35,34.3,195.9,7.4,7.74
30.1,47.4,5.12,10.0,122.7,9.3,5.0
35.1,96.0,5.59,18.4,137.7,11.7,7.23
39.7,91.0,5.08,27.4,161.9,5.1,5.25
32.6,60.7,5.69,13.1,97.8,5.0,5.0
32.9,46.1,5.63,13.3,84.0,8.9,5.0
36.9,88.3,5.52,19.0,194.7,11.6,6.75
31.1,75.4,4.87,13.0,114.9,5.5,5.0
33.4,38.8,4.84,10.9,50.2,5.8,5.0
36.5,28.1,5.52,22.6,175.7,5.0,5.0
33.4,47.3,5.46,14.5,139.9,5.0,5.0
34.4,96.0,5.74,16.6,75.3,5.0,5.0
36.9,96.0,5.61,10.8,54.5,8.3,5.0
36.1,31.3,5.84,10.0,93.7,5.7,5.0
35.7,30.5,5.43,29.1,189.2,5.0,5.0
34.2,96.0,5.1,23.2,190.0,5.0,5.0
35.9,30.9,5.35,13.7,96.7,5.0,5.0
34.7,70.4,5.12,27.2,175.4,5.0,5.0
36.1,40.1,5.45,13.4,116.3,5.5,5.0
33.8,96.0,5.22,25.9,148.2,6.0,5.0
34.5,37.1,5.59,19.5,100.2,6.3,5.0
32.5,96.0,5.42,20.4,127.4,15.3,11.02
34.9,59.9,5.8,16.2,94.1,5.0,5.0
33.0,61.9,5.05,10.0,59.2,5.0,5.0
32.2,24.0,5.64,17.4,70.9,13.5,5.0
35.6,24.0,5.67,13.6,93.6,5.0,5.0
35.5,48.9,5.26,24.8,196.4,12.2,14.87
37.0,61.8,5.52,30.0,194.9,5.0,5.0
33.9,31.1,5.43,29.8,174.1,5.0,5.0
36.0,31.7,5.04,15.3,84.9,6.9,5.0
36.4,72.3,5.77,12.0,116.2,5.0,5.0
36.1,72.3,5.52,21.2,116.0,5.0,5.0
32.9,51.0,5.68,15.9,108.0,5.0,5.0
35.4,80.6,5.5,11.0,56.7,7.2,5.0
35.9,30.4,5.58,15.5,130.2,9.1,5.0
35.0,45.7,5.24,14.4,60.9,11.0,5.0
30.0,96.0,5.76,26.5,170.3,6.0,5.0
35.4,56.5,5.09,29.0,153.7,17.1,24.53
40.0,58.2,5.88,10.0,102.9,5.0,5.0
34.1,96.0,5.29,15.1,147.1,5.0,5.0
33.2,27.1,4.98,11.5,85.0,5.0,5.0
35.9,81.3,5.24,20.8,89.8,13.1,13.14
35.8,96.0,5.71,24.4,97.1,5.0,5.0
38.0,46.4,5.64,21.0,169.6,10.7,5.37
31.9,83.9,5.74,12.5,81.6,6.6,5.0
36.8,33.4,5.61,20.9,134.4,7.8,5.0
36.5,38.7,5.45,15.6,80.1,7.0,5.0
34.6,66.2,5.38,18.3,92.8,5.0,5.0
35.8,81.4,5.69,10.0,85.3,8.1,5.0
37.6,95.6,5.2,22.3,146.8,5.0,5.0
37.2,96.0,5.69,10.0,129.0,5.0,5.0
32.1,52.8,5.63,27.8,158.2,20.0,12.78
37.1,96.0,5.58,10.8,83.0,11.4,5.0
34.8,46.0,5.29,10.0,51.4,6.3,5.0
35.2,85.7,5.39,24.5,152.1,12.8,13.72
35.2,60.6,5.38,10.0,67.2,6.1,5.0
34.6,68.2,4.97,19.3,86.9,5.7,5.0
38.0,67.5,5.69,10.0,95.9,5.8,5.0
34.8,24.5,5.09,35.4,162.0,5.0,5.0
32.2,31.1,5.24,25.9,143.9,5.0,5.0
34.0,57.5,5.77,18.1,77.6,5.0,5.0
35.4,24.0,5.78,15.8,139.7,7.9,5.0
38.1,82.7,5.66,32.4,156.2,7.6,5.0
36.5,84.4,5.06,10.2,108.3,7.2,5.0
32.9,64.3,5.53,12.0,86.9,5.0,5.0
40.0,31.2,5.52,29.3,151.8,17.6,19.73
35.7,96.0,5.36,23.8,141.6,7.0,5.0
38.2,96.0,5.24,10.0,61.7,5.0,5.0
34.6,58.8,5.53,28.2,150.0,5.0,5.0
36.3,70.5,5.66,20.2,123.3,14.9,8.21
37.1,60.4,5.26,22.4,163.0,6.1,5.0
38.0,71.2,5.39,10.0,78.6,5.0,5.0
37.6,51.4,5.86,15.5,88.7,5.0,5.0
37.2,53.7,5.15,18.9,131.5,5.0,5.0
34.2,85.9,5.51,19.1,122.3,10.3,5.22
33.6,96.0,5.89,10.0,108.0,5.0,5.0
35.8,27.1,5.63,22.2,161.9,5.0,5.0
37.3,51.8,5.69,22.6,134.7,5.0,5.0
34.4,30.3,5.35,32.9,156.5,7.3,5.33
37.7,96.0,5.53,10.0,73.0,5.8,5.0
38.6,40.7,5.82,31.1,159.3,8.1,5.0
32.7,26.5,5.66,21.8,119.2,8.3,5.0
32.9,75.1,5.56,10.0,55.1,5.2,5.0
34.6,96.0,5.37,10.0,85.2,5.9,5.0
35.8,76.1,5.41,10.0,53.9,5.0,5.0
33.7,60.5,5.64,20.9,118.5,8.5,5.0
38.4,67.0,5.49,12.2,98.9,5.0,5.0
36.1,96.0,5.28,26.6,198.1,5.0,5.0
35.1,35.3,5.66,26.1,180.3,8.3,5.0
31.4,51.6,5.75,25.3,173.9,9.2,5.0
31.7,43.5,5.52,23.3,125.2,12.7,7.09
35.7,30.4,5.29,23.1,171.1,5.3,5.0
30.0,46.3,5.67,17.5,90.0,7.5,5.0
37.5,95.0,5.45,22.3,134.1,6.4,5.0
34.6,72.5,5.2,10.0,108.9,5.0,5.0
40.0,75.4,5.84,12.8,75.7,5.0,5.0
40.0,58.7,5.59,10.0,60.9,10.9,5.0
34.5,70.9,5.25,15.6,133.7,5.0,5.0
34.7,36.6,5.08,12.0,64.6,6.8,5.0
37.5,46.8,5.33,23.6,157.7,5.0,5.0
39.3,60.1,5.59,19.4,188.2,5.0,5.0
30.9,62.7,5.38,10.0,74.3,5.0,5.0
30.5,64.1,5.64,10.0,120.6,5.0,5.0
33.4,50.9,5.49,17.4,160.8,7.0,5.0
36.5,45.2,5.33,16.8,93.0,5.0,5.0
36.2,96.0,5.33,25.4,188.1,5.0,5.0
37.7,85.9,5.3,28.3,183.3,8.7,8.93
32.0,67.1,5.35,10.0,65.6,6.9,5.0
30.0,48.6,5.2,10.0,54.1,5.3,5.0
37.1,43.6,5.21,34.6,196.5,5.0,5.0
32.9,51.1,5.24,28.0,193.5,6.1,5.0
30.0,63.2,5.5,21.6,113.3,5.3,5.0
35.4,24.0,5.46,10.0,57.6,6.4,5.0
37.0,24.9,5.7,27.0,142.8,6.2,5.0
34.7,39.7,5.68,10.0,94.0,7.9,5.0
33.9,60.6,5.48,23.2,190.5,5.0,5.0
34.6,48.4,5.52,21.9,169.2,5.1,5.0
34.1,96.0,5.69,27.5,147.4,5.0,5.0
31.6,26.0,5.11,10.0,92.7,5.0,5.0
33.2,37.5,5.59,20.0,155.2,11.6,5.0
36.3,96.0,5.57,10.0,93.4,5.0,5.0
35.8,58.3,5.73,10.0,55.6,6.2,5.0
35.4,85.0,5.4,22.7,126.3,5.0,5.0
32.5,96.0,5.72,27.0,123.3,5.0,5.0
34.5,38.6,5.26,36.7,164.5,5.3,5.0
30.0,52.0,5.84,30.2,179.9,7.2,5.0
35.4,47.6,5.61,17.3,103.2,5.0,5.0
38.6,24.0,5.72,11.5,117.4,5.0,5.0
31.3,46.7,5.18,27.6,120.6,6.1,5.0
33.5,84.8,5.62,15.9,98.6,5.8,5.0
35.8,71.5,5.76,22.8,161.5,6.2,5.0
38.1,74.4,5.32,21.2,128.3,8.4,6.34
33.9,45.3,5.59,24.9,187.1,5.0,5.0
33.3,39.3,5.44,10.4,147.5,5.0,5.0
30.1,96.0,5.42,15.1,81.8,5.4,5.0
35.3,42.6,5.47,17.9,74.7,5.0,5.0
40.0,63.2,5.19,18.7,105.9,5.6,5.0
35.7,59.2,5.54,15.3,102.0,5.0,5.0
34.9,96.0,5.23,16.7,111.1,6.0,5.0
35.8,88.7,5.64,12.5,77.5,10.3,5.0
35.0,28.6,5.66,30.2,196.7,11.5,5.89
33.0,30.2,5.47,10.5,71.9,12.0,5.0
37.1,72.9,5.66,22.3,147.9,5.0,5.0
35.6,52.9,5.87,15.6,52.0,5.0,5.0
35.0,43.5,5.48,19.0,111.0,8.9,5.0
32.6,90.7,5.4,15.0,96.4,5.0,5.0
38.3,60.0,5.31,19.4,107.3,10.6,9.41
36.7,56.0,5.52,22.0,124.7,5.4,5.0
33.6,80.6,5.16,25.7,140.1,5.0,5.0
37.5,45.3,5.51,16.8,137.5,5.6,5.0
33.8,96.0,5.35,19.3,144.6,5.0,5.0
33.0,36.8,5.24,22.4,176.7,5.0,5.0
33.1,75.8,5.21,31.3,183.0,5.0,5.0
30.6,96.0,5.26,27.7,160.6,8.5,6.35
36.2,27.4,5.14,10.0,61.8,5.9,5.0
30.4,46.0,5.68,31.1,194.2,11.8,5.74
31.9,96.0,5.01,35.7,192.1,9.5,9.65
30.0,96.0,5.11,22.3,156.8,5.0,5.0
34.8,50.1,5.69,20.7,127.6,10.7,5.0
34.6,37.8,5.2,16.8,87.6,5.0,5.0
34.2,88.1,5.74,17.9,163.5,5.0,5.0
32.4,96.0,5.03,28.0,181.7,5.0,5.0
32.1,30.5,5.76,28.8,149.8,5.0,5.0
36.2,29.9,5.4,18.7,144.4,5.0,5.0
33.6,61.1,5.66,16.0,79.0,5.0,5.0
35.8,74.8,5.26,15.7,103.7,8.4,5.0
32.8,47.0,5.18,20.4,158.5,11.4,6.63
35.5,76.7,5.5,10.0,52.5,8.6,5.0
38.3,38.3,5.66,19.3,146.2,7.2,5.0
36.5,24.0,5.21,20.3,165.0,5.0,5.0
34.0,44.2,5.02,13.8,100.2,5.0,5.0
35.6,56.4,5.4,10.0,61.4,5.0,5.0
34.4,47.6,5.2,25.1,172.9,5.0,5.0
35.0,30.6,5.58,10.0,71.3,7.3,5.0
34.2,24.0,5.57,17.0,105.6,5.0,5.0
34.6,42.2,5.12,26.1,156.1,9.9,7.73
35.5,85.5,5.74,20.2,172.5,6.8,5.0
32.5,96.0,5.59,25.6,179.4,8.4,5.0
32.5,96.0,5.56,10.0,129.6,13.8,5.0
31.5,36.3,5.51,17.4,121.4,8.4,5.0
31.0,30.7,5.54,27.3,177.2,5.0,5.0
32.0,70.0,5.72,23.0,134.5,5.1,5.0
35.4,75.0,5.79,21.3,136.8,5.0,5.0
32.8,66.7,5.57,20.0,115.1,5.0,5.0
36.3,24.0,5.58,16.2,105.9,5.0,5.0
35.1,35.4,5.56,14.9,122.1,11.6,5.0
30.1,53.8,5.17,10.1,104.7,5.0,5.0
36.6,69.7,5.59,13.9,101.5,5.0,5.0
37.0,80.1,5.56,26.0,199.0,6.1,5.0
32.5,58.7,5.51,14.5,100.4,9.9,5.0
36.1,64.4,5.72,10.8,88.5,6.1,5.0
32.9,57.0,5.14,17.6,103.1,5.0,5.0
35.2,76.9,5.68,21.0,138.6,6.5,5.0
31.8,63.8,5.18,30.2,186.6,5.0,5.0
30.5,56.4,5.58,27.4,168.2,5.0,5.0
34.0,47.7,5.05,25.6,176.3,6.8,5.0
34.7,56.9,5.58,26.2,178.9,5.0,5.0
34.0,69.6,5.91,30.7,188.1,5.0,5.0
32.0,62.4,5.33,25.0,85.3,5.0,5.0
34.0,66.1,5.56,12.9,118.8,5.0,5.0
35.7,96.0,5.57,16.4,107.8,6.8,5.0
34.9,62.3,5.48,10.1,107.3,5.0,5.0
35.5,39.5,5.16,22.1,147.8,7.0,5.0
33.3,84.9,5.51,13.2,110.3,9.8,5.0
37.9,27.6,5.4,20.8,142.4,9.1,5.0
32.1,31.8,5.63,16.9,107.3,5.0,5.0
36.2,64.6,5.68,12.1,96.7,5.0,5.0
38.0,70.7,5.64,10.0,103.0,5.0,5.0
36.2,29.3,5.78,32.7,170.6,5.0,5.0
34.5,45.1,5.36,25.2,140.2,5.0,5.0
33.7,40.3,5.77,28.8,196.1,6.3,5.0
37.6,42.8,5.49,21.8,174.9,9.0,5.64
31.4,87.5,5.57,18.9,122.9,5.0,5.0
32.6,77.7,5.72,14.8,86.4,5.0,5.0
34.0,54.1,5.39,26.5,151.1,5.0,5.0
38.1,41.6,5.48,28.2,159.0,5.0,5.0
35.9,27.8,5.62,23.2,119.6,9.1,5.0
32.6,96.0,5.79,10.0,84.5,7.3,5.0
34.2,73.4,5.38,18.5,133.6,10.3,6.5
33.5,38.3,5.13,18.2,88.1,6.0,5.0
33.2,78.2,5.5,24.0,191.0,5.0,5.0
37.4,52.7,5.55,27.7,144.3,5.0,5.0
31.6,47.3,4.92,23.1,93.8,5.0,5.0
39.0,67.9,5.68,18.3,82.4,5.0,5.0
37.1,37.7,4.91,26.9,157.5,5.0,5.0
37.7,46.0,5.48,21.2,156.2,8.1,5.46
33.8,58.0,5.62,22.3,139.6,8.6,5.0
34.6,42.5,5.35,14.6,142.1,5.0,5.0
31.4,76.3,5.62,17.2,140.6,5.0,5.0
33.7,96.0,5.56,12.0,104.0,5.0,5.0
36.2,37.4,5.47,28.9,190.6,10.2,8.13
38.2,24.0,5.57,16.3,121.9,5.0,5.0
32.2,24.0,5.56,10.0,53.0,5.7,5.0
34.1,50.6,5.74,19.7,102.3,12.0,5.0
34.6,39.2,5.58,10.0,69.5,7.8,5.0
31.5,60.6,5.61,16.4,104.5,5.6,5.0
36.5,58.3,5.06,19.1,141.2,5.1,5.0
33.2,24.5,5.64,10.0,53.4,5.0,5.0
34.5,24.0,5.35,30.5,180.5,5.0,5.0
33.9,63.3,5.34,25.8,141.5,5.7,5.0
33.0,58.4,5.18,17.5,94.3,7.8,5.0
35.0,44.1,5.36,16.6,96.7,5.0,5.0
34.5,24.0,5.44,10.9,119.9,6.8,5.0
34.1,69.1,5.24,10.0,87.2,5.0,5.0
33.2,96.0,5.67,10.0,50.7,9.1,5.0
35.8,62.7,5.43,10.0,54.0,7.1,5.0
39.1,35.7,5.5,10.0,103.7,8.0,5.0
35.3,55.8,5.53,12.0,68.6,12.3,5.0
37.5,27.6,5.51,10.0,53.4,10.0,5.0
31.5,92.7,5.5,17.2,178.9,5.0,5.0
35.4,56.9,5.45,10.0,91.1,5.6,5.0
32.3,24.0,5.51,24.0,125.5,10.3,5.0
31.3,47.0,5.34,15.0,76.9,7.8,5.0
33.2,68.8,5.26,10.0,57.0,5.0,5.0
38.0,46.2,5.36,19.1,161.7,5.0,5.0
37.4,47.6,5.68,10.0,68.7,6.3,5.0
35.6,29.6,5.52,15.4,53.9,6.4,5.0
31.2,72.5,4.96,20.9,138.1,5.0,5.0
34.5,39.5,5.52,17.2,52.0,5.0,5.0
35.8,24.0,5.23,16.4,115.4,8.1,5.0
35.4,45.3,5.43,15.4,93.3,5.0,5.0
30.4,89.2,5.7,19.1,97.9,9.0,5.0
32.8,45.0,5.45,15.8,50.6,5.0,5.0
34.8,96.0,4.97,31.7,194.7,7.0,5.47
36.3,67.7,5.67,19.1,127.5,5.0,5.0
30.0,64.7,5.71,20.5,135.9,8.6,5.0
34.6,51.2,5.44,17.3,149.9,10.0,5.0
35.4,52.8,5.37,23.5,169.6,5.0,5.0
37.1,47.9,5.65,21.4,141.2,7.8,5.0
36.7,46.9,5.1,31.6,164.3,8.1,6.78
36.5,71.2,5.45,15.4,117.3,5.0,5.0
33.0,34.2,5.27,21.2,105.7,10.2,5.0
30.2,31.9,5.38,25.6,173.5,5.0,5.0
34.0,31.1,4.97,33.2,179.8,5.0,5.0
37.5,96.0,5.62,14.0,70.7,11.7,5.0
38.5,71.2,5.01,22.8,131.4,9.3,8.19
36.8,63.6,5.16,27.8,152.5,5.0,5.0
36.1,32.2,5.8,13.5,62.5,10.2,5.0
35.9,74.6,5.71,33.7,189.4,11.1,7.77
33.6,51.5,5.36,29.9,128.0,9.0,6.98
34.7,60.8,5.16,30.1,146.8,6.5,5.0
39.2,33.5,5.49,13.8,76.7,5.3,5.0
32.6,59.2,5.51,11.2,89.7,8.8,5.0
39.0,44.2,5.66,12.1,68.2,5.0,5.0
34.2,37.2,5.67,10.0,89.6,6.1,5.0
38.3,78.8,5.55,22.7,123.9,5.0,5.0
31.5,25.3,5.41,21.0,175.0,5.0,5.0
36.5,72.4,5.37,25.1,130.1,5.9,5.0
33.2,76.9,5.29,22.9,86.7,5.4,5.0
31.5,35.2,5.42,10.0,56.7,12.1,5.0
35.5,36.2,5.67,21.2,143.3,11.1,5.0
37.5,48.8,5.57,11.6,113.0,5.0,5.0
32.9,62.9,5.58,21.0,197.7,7.9,5.0
31.3,50.6,5.6,24.5,167.0,8.8,5.0
34.8,67.8,5.32,28.9,171.3,5.0,5.0
34.8,96.0,5.65,11.5,51.8,7.3,5.0
36.4,42.4,4.97,25.8,166.7,18.7,21.38
37.4,24.0,5.19,10.0,79.2,5.0,5.0
34.9,82.5,5.17,21.3,137.9,5.0,5.0
39.6,96.0,5.21,10.1,117.1,11.8,7.31
35.6,66.4,5.68,13.2,135.7,6.6,5.0
34.1,31.7,5.52,10.0,70.0,7.1,5.0
31.0,51.3,5.3,23.0,118.5,12.4,7.75
34.3,31.2,5.71,11.1,55.5,5.0,5.0
34.2,75.3,5.65,10.0,56.1,10.6,5.0
37.4,27.8,5.42,18.0,148.7,5.0,5.0
36.2,47.0,5.25,27.0,192.8,5.0,5.0
32.1,33.0,5.49,18.1,166.6,5.0,5.0
35.4,58.2,5.5,24.9,120.4,10.7,7.69
36.7,45.5,5.51,19.7,58.4,5.6,5.0
38.8,59.6,5.38,11.3,56.8,9.4,5.0
37.2,55.2,5.33,14.7,73.7,11.1,5.53
36.9,33.3,5.37,28.7,196.4,8.3,7.9
35.2,74.7,5.65,10.0,109.8,5.0,5.0
36.0,53.3,5.1,22.3,176.5,5.1,5.0
38.1,33.3,5.6,21.0,155.8,5.3,5.0
31.7,96.0,5.2,19.2,140.8,5.0,5.0
34.1,69.3,5.73,25.7,192.2,5.0,5.0
33.1,50.6,5.11,12.9,84.6,8.3,5.0
35.9,96.0,5.68,13.5,118.2,5.0,5.0
38.1,96.0,5.1,37.8,179.7,5.0,5.72
33.5,50.8,5.21,13.1,132.8,7.7,5.0
30.0,65.0,5.55,17.5,87.0,9.4,5.0
34.0,33.3,5.11,10.9,81.3,10.0,5.0
37.3,50.7,5.06,26.8,162.9,10.9,11.24
36.3,49.4,5.63,10.3,51.9,5.0,5.0
36.1,59.9,5.5,28.9,187.1,5.0,5.0
34.3,64.5,5.51,10.0,52.8,5.0,5.0
31.8,72.2,5.58,20.0,144.6,5.0,5.0
36.3,61.5,5.31,22.0,140.7,6.8,5.0
32.9,29.8,5.33,21.0,136.8,8.1,5.0
40.0,34.2,5.71,13.1,121.2,7.9,5.0
36.4,41.5,5.93,33.1,177.9,5.0,5.0
33.5,47.4,5.27,10.0,148.9,8.0,5.0
33.5,92.3,5.06,23.8,167.3,6.8,5.0
34.8,30.5,5.59,10.0,67.3,9.5,5.0
34.4,45.7,5.31,10.0,57.5,9.2,5.0
37.8,87.9,5.68,13.2,54.3,7.6,5.0
35.5,47.0,5.71,10.0,72.1,14.6,5.0
33.2,68.7,5.27,34.3,150.1,6.6,5.0
39.7,50.9,5.53,19.6,124.1,5.0,5.0
35.1,62.1,5.41,26.3,162.8,10.5,10.07
36.9,48.7,5.75,10.0,78.8,5.0,5.0
33.5,76.2,4.98,15.5,105.0,6.0,5.0
35.9,25.2,5.6,32.3,183.3,5.7,5.0
35.8,45.5,5.7,29.6,190.4,5.5,5.0
30.3,63.3,5.26,28.9,188.3,5.0,5.0
40.0,71.3,5.69,25.7,172.7,5.0,5.0
38.2,96.0,5.52,16.1,153.2,12.7,9.94
34.0,44.9,5.52,21.1,187.1,5.0,5.0
32.2,96.0,5.86,29.4,157.1,5.0,5.0
35.9,39.3,5.88,33.4,193.1,5.5,5.0
35.2,96.0,5.84,13.2,53.7,7.9,5.0
35.9,82.2,5.5,24.1,188.2,5.9,5.0
35.5,34.6,5.86,19.2,133.4,5.0,5.0
36.3,63.7,5.81,16.2,66.8,5.0,5.0
38.6,53.2,5.76,10.0,82.2,5.0,5.0
36.4,74.6,5.01,32.3,177.8,7.6,8.31
32.4,48.8,5.6,16.0,125.9,8.7,5.0
38.4,46.8,5.37,25.3,197.4,5.0,5.0
39.1,96.0,5.45,10.0,67.6,9.3,5.0
